,Price,Brand,Screen Size,CPU type,Memory,Storage,GPU,Resolution,Backlit Keyboard,Touchscreen,Graphic Type,Operating System,Webcam,Card Reader,Thunderbolt,title,link,ppi,CPU_series,GPU_brand
0,699.0,msi,15.6,Intel Core i7 13th Gen,32,1024,Intel Iris Xe,1920x1080,1,0,Integrated,Windows 11 Home,Yes,1,0,"msi modern 15h 15.6"" ultra thin and light professional laptop intelâ® coreâ„¢ i7-13620h iris xe 32gb ddr4 1tb nvme ssd win 11 home b13m-021us(49)",https://www.newegg.com/classic-black-msi-modern-15-h-b13m-021us-work-business/p/N82E16834156557?Item=N82E16834156557,141.21199808219862,Intel Core i7,Intel
1,314.99,dell,14.0,Intel Core i7 8th Gen,32,256,Intel UHD Graphics 620,1920x1080,0,1,Integrated,Windows 11 Pro,No,0,0,"dell latitude 7400 intel core i7 8th gen 8665u (up to 4.80 ghz) 32 gb ram 256 gb ssd intel hd graphics 620 14.0"" touchscreen 1920 x 1080 windows 11 pro(20)",https://www.newegg.com/black-dell-latitude-7400-work-business/p/N82E16834343913?Item=N82E16834343913,157.3505121487356,Intel Core i7,Intel
2,329.99,lenovo,15.6,Intel Core i3 13th Gen,8,256,Intel UHD Graphics,1920x1080,0,0,Integrated,Windows 11 in S mode,Yes,1,0,"lenovo 83b40000us 15.6"" laptop intel core i3 13th gen 1315u (1.20ghz) 8gb memory(1)",https://www.newegg.com/abyss-blue-lenovo-ideapad-1-15iru7-83b40000us/p/N82E16834840402?Item=N82E16834840402,141.21199808219862,Intel Core i3,Intel
3,649.99,lenovo,16.0,AMD Ryzen 7 7000 Series,16,512,AMD Radeon Graphics,1920x1200,1,1,Integrated,Windows 11 Home,Yes,1,0,"lenovo 82xg0019us 16.0"" laptop amd ryzen 7 7000 series 7730u (2.00ghz) 16gb memory(5)",https://www.newegg.com/abyss-blue-lenovo-ideapad-slim-5-82xg0019us-home-personal/p/N82E16834840210?Item=N82E16834840210,141.50971698084905,AMD Ryzen 7,AMD
4,899.99,gigabyte,16.0,Intel Core i7 13th Gen,16,512,NVIDIA GeForce RTX 4060 Laptop GPU,1920x1200,1,0,Dedicated,Windows 11 Home,No,1,0,"gigabyte g6 kf - 16"" fhd 1920x1200 165hz - nvidia geforce rtx 4060 laptop gpu - intel core i7-13620h - 16gb ddr5 ram - 512gb ssd - win11 home - gaming laptop (g6 kf-h3us853sh)(7)",https://www.newegg.com/black-gigabyte-g6-kf-h3us853sh/p/N82E16834233569?Item=N82E16834233569,141.50971698084905,Intel Core i7,NVIDIA
5,799.0,msi,13.4,Intel Core i7 12th Gen,16,1024,Intel Iris Xe,1920x1200,0,1,Integrated,Windows 11 Home,No,0,0,"msi summit e13flipevo a12mt-026 13.4"" touchscreen laptop  i7-1280p (1.80ghz) 16gb ram 1tb ssd intel iris xe graphics windows 11 home(25)",https://www.newegg.com/p/N82E16834156466?Item=N82E16834156466,168.96682624578992,Intel Core i7,Intel
6,1699.99,lenovo,16.0,Intel Core i9 13th Gen,32,1024,NVIDIA GeForce RTX 4070 Laptop GPU,2560x1600,1,0,Dedicated,Windows 11 Home,Yes,0,0,"lenovo legion pro 5 16irx8 82wk00ahus 16.0"" gaming laptop(85)",https://www.newegg.com/onyx-grey-aluminium-pc-abs-lenovo-legion-pro-5-16irx8-82wk00ahus-gaming/p/N82E16834840206?Item=N82E16834840206,188.67962264113208,Intel Core i9,NVIDIA
7,1199.99,asus,16.0,Intel Core i7 13th Gen,16,1024,NVIDIA GeForce RTX 4050 Laptop GPU,1920x1200,1,0,Dedicated,Windows 11 Home,Yes,1,1,"2023 asus vivobook 16x laptop, 16â€ wuxga, intel core i7-13700h cpu, nvidia geforce rtx 4050 gpu, 16gb ram, 1tb ssd, windows 11 home, indie black, k3605vu-nb76(1)",https://www.newegg.com/black-asus-k3605vu-nb76/p/N82E16834236471?Item=N82E16834236471,141.50971698084905,Intel Core i7,NVIDIA
8,379.0,msi,15.6,Intel Core i3 12th Gen,8,512,Intel UHD Graphics,1920x1080,1,0,Integrated,Windows 11 Home,Yes,1,0,"msi modern 15 b12m-433us 15.6"" laptop intel core i3 12th gen 1215u (1.20ghz) 8gb memory(2)",https://www.newegg.com/classic-black-msi-modern-15-b12m-433us-work-business/p/N82E16834156480?Item=N82E16834156480,141.21199808219862,Intel Core i3,Intel
9,979.99,asus,15.6,AMD Ryzen 7 7000 Series,16,512,AMD Radeon 680M,1920x1080,1,0,Integrated,Windows 11 Home,Yes,0,0,"2023 asus zenbook 15 laptop, 15.6â€ fhd display, amd ryzen 7 7735u cpu, amd radeon graphics, 16gb ram, 512gb ssd, windows 11 home, ponder blue, um3504da-nb74(24)",https://www.newegg.com/ponder-blue-asus-um3504da-nb74/p/N82E16834236473?Item=N82E16834236473,141.21199808219862,AMD Ryzen 7,AMD
10,209.99,lenovo,14.0,Intel Core i5 8th Gen,16,256,No,1366x768,0,0,Integrated,Windows 10 Pro,No,0,0,"lenovo thinkpad t490 laptop intel core i5 8th gen 8365u 1.60ghz 16gb memory 256 gb ssd 14.0"" hd windows 10 pro(3)",https://www.newegg.com/black-lenovo-thinkpad-t490/p/N82E16834840387?Item=N82E16834840387,111.93520355955211,Intel Core i5,No
11,479.0,msi,14.0,Intel Core i7 11th Gen,8,512,Intel Iris Xe,1920x1080,1,0,Integrated,Windows 11 Pro,Yes,1,0,"msi modern 14 14"" ultra thin and light professional laptop intelâ® coreâ„¢ i7-1195g7 iris xe 8gb 512gb nvme ssd win 11 pro, c11m-064us(52)",https://www.newegg.com/classic-black-msi-modern-14-c11m-064us-work-business/p/N82E16834156442?Item=N82E16834156442,157.3505121487356,Intel Core i7,Intel
12,949.99,lenovo,16.0,Intel Core i7 13th Gen,16,512,NVIDIA GeForce RTX 4050 Laptop GPU,1920x1200,1,0,Dedicated,Windows 11 Home,Yes,0,0,"lenovo loq 16irh8 82xw001wus 16.0"" gaming laptop(1)",https://www.newegg.com/storm-grey-lenovo-loq-16irh8-82xw001wus-gaming/p/N82E16834840204?Item=N82E16834840204,141.50971698084905,Intel Core i7,NVIDIA
13,314.99,lenovo,14.0,Intel Core i7 8th Gen,16,512,Intel UHD Graphics,1920x1080,0,0,Integrated,Windows 10 Pro,No,0,0,"lenovo t490 laptop intel core i7-8665u (1.90ghz) 16 gb memory 512 gb ssd intel uhd graphics 14.0"" fhd windows 10 pro(3)",https://www.newegg.com/lenovo-t490/p/N82E16834840429?Item=N82E16834840429,157.3505121487356,Intel Core i7,Intel
14,2199.99,asus,17.3,AMD Ryzen 9 7000 Series,16,1024,NVIDIA GeForce RTX 4070 Laptop GPU,2560x1440,1,0,Dedicated,Windows 11 Home,Yes,0,0,"asus rog strix g17 g713pi-ds94 17.3"" gaming laptop(10)",https://www.newegg.com/eclipse-gray-asus-rog-strix-g17-g713pi-ds94/p/N82E16834236373?Item=N82E16834236373,169.78089942830815,AMD Ryzen 9,NVIDIA
15,379.99,acer,14.0,Intel Core i5 13th Gen,8,512,Intel Iris Xe,1920x1200,1,0,Integrated,Windows 11 Home,Yes,0,1,"acer a514-56m-576d 14.0"" laptop intel core i5 13th gen 1335u (1.30ghz) 8 gb lpddr5 memory",https://www.newegg.com/steel-gray-acer-aspire-5-a514-56m-576d-home-personal/p/N82E16834360275?Item=N82E16834360275,161.72539083525606,Intel Core i5,Intel
16,2119.99,asus,16.0,Intel Core i9 13th Gen,32,1024,NVIDIA GeForce RTX 4070 Laptop GPU,2560x1600,1,0,Dedicated,Windows 11 Pro,Yes,0,1,"asus rog strix g16 g614ji-xs96 16.0"" gaming laptop(34)",https://www.newegg.com/eclipse-gray-asus-rog-strix-g16-g614ji-xs96-gaming/p/N82E16834236376?Item=N82E16834236376,188.67962264113208,Intel Core i9,NVIDIA
17,2799.99,lenovo,16.0,Intel Core i9 13th Gen,32,1024,NVIDIA GeForce RTX 4090 Laptop GPU,2560x1600,1,0,Dedicated,Windows 11 Home,Yes,0,1,"lenovo legion pro 7 16irx8h 82wq005cus 16.0"" gaming laptop(5)",https://www.newegg.com/onyx-grey-lenovo-legion-pro-7-16irx8h-82wq005cus-gaming/p/N82E16834840207?Item=N82E16834840207,188.67962264113208,Intel Core i9,NVIDIA
18,1349.99,acer,16.0,Intel Core i7 13th Gen,16,1024,NVIDIA GeForce RTX 4060 Laptop GPU,2560x1600,1,0,Dedicated,Windows 11 Home,Yes,1,1,"acer predator helios 16 ph16-71-71av 16.0"" gaming laptop(108)",https://www.newegg.com/abyssal-black-acer-predator-helios-16-ph16-71-71av-gaming/p/N82E16834360249?Item=N82E16834360249,188.67962264113208,Intel Core i7,NVIDIA
19,1289.99,hasee,16.0,Intel Core i9 13th Gen,16,1024,NVIDIA GeForce RTX 4060 Laptop GPU,2560x1600,1,0,Dedicated,Windows 11 Home,Yes,1,0,"hasee tx (16'', i9-13900hx, rtx4060), gaming laptop, i9-13900hx 5.4ghz, 16g ddr5 5600mhz ram, 1t nvme pcie4.0 ssd, rtx4060 8g gddr6, 16'' 2.5k 165hz ips display, rgb kb,wf6,bt5.2,win11,blackhole black(16)",https://www.newegg.com/black-hasee-t8-gaming/p/2WC-004U-00039?Item=9SIBDT0JKG4827,188.67962264113208,Intel Core i9,NVIDIA
20,1194.99,asus,17.3,AMD Ryzen 7 7000 Series,16,1024,NVIDIA GeForce RTX 4050 Laptop GPU,1920x1080,1,0,Dedicated,Windows 11 Home,Yes,0,0,"asus tuf gaming a17 (2023) fa707nu-ds74 17.3"" gaming laptop(162)",https://www.newegg.com/mecha-gray-asus-tuf-gaming-a17-fa707nu-ds74/p/N82E16834236390?Item=N82E16834236390,127.33567457123111,AMD Ryzen 7,NVIDIA
21,719.99,acer,15.6,Intel Core i5 13th Gen,8,512,NVIDIA GeForce RTX 4050 Laptop GPU,1920x1080,1,0,Dedicated,Windows 11 Home,Yes,0,1,"acer nitro v anv15-51-59mt 15.6"" gaming laptop(2)",https://www.newegg.com/obsidian-black-acer-nitro-v-anv15-51-59mt-gaming/p/N82E16834360318?Item=N82E16834360318,141.21199808219862,Intel Core i5,NVIDIA
22,413.99,hp,14.0,Intel Core i5 8th Gen,16,256,Intel UHD Graphics 620,1920x1080,0,0,Integrated,Windows 11 Pro,Yes,0,0,"hp grade a laptop elitebook 840 g5 intel core i5 8th gen 8350u (1.70ghz) 16gb memory 256 gb ssd intel uhd graphics 620 14.0"" windows 11 pro 64-bit(22)",https://www.newegg.com/hp-elitebook-840-g5/p/N82E16834273168?Item=N82E16834273168,157.3505121487356,Intel Core i5,Intel
23,259.99,hp,14.0,Intel Celeron,4,64,Intel UHD Graphics,1366x768,0,1,Integrated,Windows 10 Home,No,0,0,"hp 14 series 14"" touchscreen laptop - intel celeron n4020 - 4gb ram - 64gb emmc - windows 10 home in s mode- indigo blue  14-dq0050nr (47x80ua#aba)",https://www.newegg.com/blue-hp-14-dq0050nr/p/1TS-000D-0MC05?Item=1TS-000D-0MC05,111.93520355955211,Intel Other CPU,Intel
24,379.99,lenovo,15.6,AMD Ryzen 5 5000 Series,8,512,AMD Radeon Graphics,1920x1080,0,0,Integrated,Windows 11 Home,Yes,1,0,"lenovo 82r400emus 15.6"" laptop amd ryzen 5 5000 series 5500u (2.10ghz) 8gb memory",https://www.newegg.com/grey-lenovo-ideapad-82r400emus/p/N82E16834840439?Item=N82E16834840439,141.21199808219862,AMD Ryzen 5,AMD
25,189.99,dell,14.0,Intel Core i5 8th Gen,16,256,Intel UHD Graphics 620,1920x1080,0,0,Integrated,Windows 10 Pro,No,0,0,"dell latitude 5490 laptop intel core i5-8350u (1.70ghz) 16gb memory 256 gb ssd intel uhd graphics 620 14.0"" fhd windows 10 pro",https://www.newegg.com/dell-latitude-5490-work-business/p/N82E16834833590?Item=N82E16834833590,157.3505121487356,Intel Core i5,Intel
26,629.0,msi,15.6,Intel Core i5 13th Gen,32,1024,Intel Iris Xe,1920x1080,1,0,Integrated,Windows 11 Home,Yes,1,0,"msi modern 15h 15.6"" ultra thin and light professional laptop intelâ® coreâ„¢ i5-13420h iris xe 32gb ddr4 1tb nvme ssd win 11 home b13m-022us(49)",https://www.newegg.com/classic-black-msi-modern-15-h-b13m-022us-work-business/p/N82E16834156558?Item=N82E16834156558,141.21199808219862,Intel Core i5,Intel
27,1549.99,asus,16.0,Intel Core i9 13th Gen,16,1024,NVIDIA GeForce RTX 4060 Laptop GPU,2560x1600,1,0,Dedicated,Windows 11 Home,Yes,0,1,"asus rog strix g16 g614jv-es94 16.0"" gaming laptop(34)",https://www.newegg.com/eclipse-gray-asus-rog-strix-g16-g614jv-es94-gaming/p/N82E16834236449?Item=N82E16834236449,188.67962264113208,Intel Core i9,NVIDIA
28,269.99,hp,15.6,Intel Core i7 8th Gen,16,256,Intel UHD Graphics 620,1920x1080,0,0,Integrated,Windows 11 Pro,No,0,0,"hp zbook 15u g6 mobile workstation intel core i7-8665u (1.90ghz) 16 gb memory 256 gb ssd intel uhd graphics 620 15.6"" fhd windows 11 pro(1)",https://www.newegg.com/hp-zbook-15u-g6/p/N82E16834841635?Item=N82E16834841635,141.21199808219862,Intel Core i7,Intel
29,1399.0,msi,15.6,Intel Core i7 12th Gen,32,1024,NVIDIA GeForce RTX 3070 Ti Laptop GPU,2560x1440,1,0,Dedicated,Windows 11 Home,Yes,0,1,"msi gp series vector gp66hx 12ugs-066 15.6"" gaming laptop(306)",https://www.newegg.com/core-black-msi-gp-series-vector-gp66hx-12ugs-066-gaming/p/N82E16834156554?Item=N82E16834156554,188.28266410959816,Intel Core i7,NVIDIA
30,529.99,acer,15.6,Intel Core i5 12th Gen,8,512,Intel Iris Xe,1920x1080,1,0,Integrated,Windows 11 Home,Yes,0,1,"acer a515-57-53t2 15.6"" laptop intel core i5 12th gen 1235u (1.30ghz) 8gb memory(38)",https://www.newegg.com/steel-gray-acer-aspire-5-a515-57-53t2-home-personal/p/N82E16834360184?Item=N82E16834360184,141.21199808219862,Intel Core i5,Intel
31,674.99,asus,16.0,AMD Ryzen 7 7000 Series,16,1024,AMD Radeon Graphics,1920x1200,1,0,Integrated,Windows 11 Home,Yes,0,0,"asus m1605ya-es74 16.0"" laptop amd ryzen 7 7000 series 7730u (2.00ghz) 16gb memory(14)",https://www.newegg.com/indie-black-asus-vivobook-m1605ya-es74-home-personal/p/N82E16834236382?Item=N82E16834236382,141.50971698084905,AMD Ryzen 7,AMD
32,679.99,lenovo,16.0,AMD Ryzen 5 7000 Series,16,512,AMD Radeon Graphics,1920x1200,1,1,Integrated,Windows 11 Home,Yes,1,0,"lenovo ideapad flex 5 16abr8 82xy0030us amd ryzen 5 7000 series 7530u (2.00ghz) 16gb memory 512 gb pcie ssd amd radeon graphics 16"" touchscreen 1920 x 1200 2-in-1 laptop windows 11 home 64-bit(1)",https://www.newegg.com/lenovo-ideapad-flex-5-16abr8-82xy0030us-arctic-grey/p/N82E16834840208?Item=N82E16834840208,141.50971698084905,AMD Ryzen 5,AMD
33,1599.99,acer,16.0,Intel Core i7 13th Gen,16,1024,NVIDIA GeForce RTX 4070 Laptop GPU,2560x1600,1,0,Dedicated,Windows 11 Home,Yes,1,1,"acer predator helios 16 ph16-71-72yg 16.0"" gaming laptop(108)",https://www.newegg.com/abyssal-black-acer-predator-helios-16-ph16-71-72yg-gaming/p/N82E16834360250?Item=N82E16834360250,188.67962264113208,Intel Core i7,NVIDIA
34,269.99,dell,14.0,Intel Core i7 8th Gen,16,256,Intel UHD Graphics 620,1920x1080,0,0,Integrated,Windows 10 Pro,No,0,0,"dell latitude 7490 laptop intel core i7-8650u (1.90ghz) 16 gb memory 256 gb ssd intel uhd graphics 620 14.0"" fhd windows 10 pro",https://www.newegg.com/dell-latitude-7490/p/N82E16834833659?Item=N82E16834833659,157.3505121487356,Intel Core i7,Intel
35,1299.0,msi,16.0,Intel Core i7 13th Gen,64,2048,NVIDIA GeForce RTX 4050 Laptop GPU,2560x1600,1,0,Dedicated,Windows 11 Home,Yes,0,0,"msi creator m16 b13ve-1661us 16.0"" laptop intel core i7 13th gen 13620h (2.40ghz) 64gb memory(1)",https://www.newegg.com/black-msi-creator-m16-b13ve-1661us-content-creation-home-personal-work-business/p/N82E16834156573?Item=N82E16834156573,188.67962264113208,Intel Core i7,NVIDIA
36,234.99,dell,14.0,Intel Core i5 8th Gen,16,512,Intel UHD Graphics 620,1366x768,0,0,Integrated,Windows 10 Pro,Yes,0,0,"dell laptop latitude 5400 intel core i5 8th gen 8365u (1.60ghz) 16 gb memory 512 gb ssd intel uhd graphics 620 14.0"" hd windows 10 pro 64-bit(8)",https://www.newegg.com/dell-latitude-5400-home-personal-work-business/p/N82E16834343982?Item=N82E16834343982,111.93520355955211,Intel Core i5,Intel
37,1649.99,asus,13.4,Intel Core i9 13th Gen,16,1024,NVIDIA GeForce RTX 4050 Laptop GPU,2560x1600,1,1,Dedicated,Windows 11 Home,Yes,1,1,"asus rog flow z13 (2023) gz301vu-ds94 13.4"" gaming laptop(11)",https://www.newegg.com/black-asus-rog-flow-z13-gz301vu-ds94-gaming/p/N82E16834236386?Item=N82E16834236386,225.28910166105322,Intel Core i9,NVIDIA
39,729.99,asus,15.6,Intel Core i5 11th Gen,8,512,NVIDIA GeForce RTX 3050 Laptop GPU,1920x1080,1,0,Dedicated,Windows 11 Home,Yes,0,1,"asus tuf gaming f15 fx506hc-ub51 15.6"" gaming laptop",https://www.newegg.com/eclipse-gray-asus-tuf-gaming-f15-fx506hc-ub51/p/N82E16834236458?Item=N82E16834236458,141.21199808219862,Intel Core i5,NVIDIA
40,1349.99,acer,15.6,Intel Core i7 12th Gen,16,1024,NVIDIA GeForce RTX 3070 Laptop GPU,2560x1440,1,0,Dedicated,Windows 11 Home,Yes,0,1,"acer predator helios 300 ph315-55-79kt 15.6"" gaming laptop(1)",https://www.newegg.com/abyssal-black-acer-predator-helios-300-ph315-55-79kt-gaming/p/N82E16834360322?Item=N82E16834360322,188.28266410959816,Intel Core i7,NVIDIA
41,2073.99,aorus,15.6,Intel Core i9 13th Gen,16,1024,NVIDIA GeForce RTX 4070 Laptop GPU,2560x1440,1,0,Dedicated,Windows 11 Home,Yes,0,1,"aorus 15x asf-b3us754sh 15.6"" gaming laptop(37)",https://www.newegg.com/p/N82E16834725212?Item=N82E16834725212,188.28266410959816,Intel Core i9,NVIDIA
42,2458.99,acer,16.0,Intel Core i9 13th Gen,32,1024,NVIDIA GeForce RTX 4080 Laptop GPU,2560x1600,1,0,Dedicated,Windows 11 Home,Yes,1,1,"acer predator helios 16 ph16-71-948l intel core i9 13th gen 13900hx (2.20ghz) nvidia geforce rtx 4080 laptop gpu 32 gb ddr5 1 tb pcie gen 4 ssd 16"" wqxga 240 hz ips windows 11 home gaming laptop(2)",https://www.newegg.com/abyssal-black-acer-predator-helios-16-ph16-71-948l-gaming/p/1TS-000X-04YH0?Item=1TS-000X-04YH0,188.67962264113208,Intel Core i9,NVIDIA
43,229.99,acer,14.0,Intel Celeron,4,128,Intel UHD Graphics,1920x1080,0,1,Integrated,Chrome OS,Yes,1,0,acer cb3143htc9vs 14 inch chromebook 314 - intel celeron n4500 - 4gb/128gb - pure silver(1),https://www.newegg.com/acer-cb314-3ht-c9vs/p/1TS-000X-04TM4?Item=1TS-000X-04TM4,157.3505121487356,Intel Other CPU,Intel
44,2756.99,acer,16.0,Intel Core i9 13th Gen,32,2048,NVIDIA GeForce RTX 4080 Laptop GPU,2560x1600,1,0,Dedicated,Windows 11 Home,Yes,1,1,"acer predator helios 16 ph16-71-94fb 16.0"" gaming laptop",https://www.newegg.com/abyssal-black-acer-predator-helios-16-ph16-71-94fb-gaming/p/N82E16834360271?Item=N82E16834360271,188.67962264113208,Intel Core i9,NVIDIA
45,412.99,hp,14.0,Intel Core i5 8th Gen,16,256,Intel UHD Graphics,1920x1080,0,0,Integrated,Windows 11 Pro,Yes,0,0,"hp 840 g6 elitebook laptop intel core i5 8th gen 8365u (1.60ghz) 16gb memory 256 gb ssd intel uhd graphics 14.0"" windows 11 pro 64-bit(3)",https://www.newegg.com/hp-elitebook-840-g6-work-business/p/N82E16834273967?Item=N82E16834273967,157.3505121487356,Intel Core i5,Intel
46,2654.99,msi,16.0,Intel Core i9 13th Gen,32,2048,NVIDIA GeForce RTX 4070 Laptop GPU,2560x1600,1,0,Dedicated,Windows 11 Pro,Yes,1,1,"msi ge series raider ge68hx 13vg-082us 16.0"" gaming laptop(15)",https://www.newegg.com/black-msi-ge-series-raider-ge68hx-13vg-082us-gaming/p/N82E16834156498?Item=N82E16834156498,188.67962264113208,Intel Core i9,NVIDIA
47,2599.0,msi,17.0,Intel Core i9 13th Gen,32,1024,NVIDIA GeForce RTX 4080 Laptop GPU,2560x1600,1,0,Dedicated,Windows 11 Home,Yes,1,1,"msi ge series raider ge78hx 13vh-438us 17.0"" gaming laptop(2)",https://www.newegg.com/dark-gray-msi-ge-series-raider-ge78hx-13vh-438us-gaming/p/N82E16834156532?Item=N82E16834156532,177.58082130930077,Intel Core i9,NVIDIA
48,794.99,asus,16.0,Intel Core i7 13th Gen,16,1024,Intel Iris Xe,1920x1200,0,0,Integrated,Windows 11 Home,Yes,0,0,"2023 asus vivobook 16 laptop, 16â€ wuxga (1920 x 1200) 16:10 display, intel core i7-13700h cpu, intel iris xe graphics, 16gb ram, 1tb ssd, windows 11 home, indie black, f1605va-ds74(1)",https://www.newegg.com/indie-black-asus-f1605va-ds74-home-personal/p/N82E16834236434?Item=N82E16834236434,141.50971698084905,Intel Core i7,Intel
49,899.0,msi,15.6,Intel Core i7 12th Gen,16,512,NVIDIA GeForce RTX 3060 Laptop GPU,1920x1080,1,0,Dedicated,Windows 11 Home,Yes,0,0,"msi gf series katana gf66 12ue-603 15.6"" gaming laptop(1)",https://www.newegg.com/black-msi-gf-series-katana-gf66-12ue-603-gaming/p/N82E16834156572?Item=N82E16834156572,141.21199808219862,Intel Core i7,NVIDIA
50,799.99,asus,15.6,AMD Ryzen 7 7000 Series,16,1024,AMD Radeon Graphics,1920x1080,1,0,Integrated,Windows 11 Home,Yes,0,0,"asus vivobook 15x oled laptop, 15.6â€ fhd oled display, amd ryzenâ„¢ 7 7730u cpu, 16gb ram, 1tb ssd, windows 11 home, indie black, s3504ya-ds77(20)",https://www.newegg.com/indie-black-asus-s3504ya-ds77-home-personal/p/N82E16834236445?Item=N82E16834236445,141.21199808219862,AMD Ryzen 7,AMD
52,399.99,dell,15.6,Intel Core i7 9th Gen,32,512,NVIDIA Quadro P620,1920x1080,1,0,Dedicated,Windows 11 Pro,No,0,0,"dell precision 3541 laptop intel core  i7-9850h 2.60ghz 32 gb memory 512 gb ssd nvidia quadro p620 15.6"" fhd windows 11 pro",https://www.newegg.com/dell-precision-3541-workstation/p/N82E16834833626?Item=N82E16834833626,141.21199808219862,Intel Core i7,NVIDIA
53,1599.99,asus,16.0,Intel Core i9 13th Gen,16,1024,NVIDIA GeForce RTX 4070 Laptop GPU,2560x1600,1,0,Dedicated,Windows 11 Home,Yes,1,1,"2023 asus vivobook pro 16x laptop, 16â€ 16:10 display, intel core i9-13980hx cpu, nvidia geforce rtx 4070 gpu, 16gb ram, 1tb ssd, windows 11 home, black, k6604ji-nb96(7)",https://www.newegg.com/black-asus-k6604ji-nb96/p/N82E16834236472?Item=N82E16834236472,188.67962264113208,Intel Core i9,NVIDIA
54,1435.99,asus,17.3,AMD Ryzen 7 7000 Series,16,1024,NVIDIA GeForce RTX 4060 Laptop GPU,1920x1080,1,0,Dedicated,Windows 11 Home,Yes,0,0,"asus tuf gaming a17 fa707nv-es74 17.3"" gaming laptop(162)",https://www.newegg.com/mecha-gray-asus-tuf-gaming-a17-fa707nv-es74-home-personal/p/N82E16834236441?Item=N82E16834236441,127.33567457123111,AMD Ryzen 7,NVIDIA
55,1299.99,asus,15.6,AMD Ryzen 7 7000 Series,32,1024,AMD Radeon 680M,2880x1620,1,0,Integrated,Windows 11 Home,Yes,0,0,asus um3504da-ds76 15.6 laptop amd ryzen 7 7000 series 7735u (2.70ghz) 32 gb lpddr5 memory(24),https://www.newegg.com/basalt-grey-asus-zenbook-15-oled-um3504da-ds76-home-personal/p/N82E16834236463?Item=N82E16834236463,211.81799712329794,AMD Ryzen 7,AMD
56,519.99,hp,15.6,Intel Core i7 12th Gen,16,512,NVIDIA GeForce MX550,1920x1080,1,1,Dedicated,Windows 11 Home,Yes,0,0,"hp pavilion laptop intel core i7-1255u (1.70ghz) 16 gb memory 512 gb pcie ssd nvidia geforce mx550 15.6"" touchscreen windows 11 home 15-eg2373cl(3)",https://www.newegg.com/p/N82E16834841648?Item=N82E16834841648,141.21199808219862,Intel Core i7,NVIDIA
57,1399.99,asus,16.0,Intel Core i9 13th Gen,16,1024,NVIDIA GeForce RTX 4060 Laptop GPU,3200x2000,1,0,Integrated,Windows 11 Home,Yes,0,1,"asus vivobook pro 16 oled laptop, 16â€ oled display, intel core i9-13900h cpu, nvidia geforce rtx 4060 gpu, 16gb ram, 1tb ssd, windows 11 home, quiet blue, k6602vv-es94(2)",https://www.newegg.com/quiet-blue-asus-viewbook-pro-16-k6602vv-es94/p/N82E16834236435?Item=N82E16834236435,235.8495283014151,Intel Core i9,NVIDIA
58,849.99,asus,15.6,AMD Ryzen 7 7000 Series,16,1024,AMD Radeon Graphics,1920x1080,1,0,Integrated,Windows 11 Home,Yes,0,0,"asus m1505ya-es74 15.6"" laptop amd ryzen 7 7000 series 7730u (2.00ghz) 16gb memory(14)",https://www.newegg.com/indie-black-asus-vivobook-15-oled-m1505ya-es74-home-personal/p/N82E16834236384?Item=N82E16834236384,141.21199808219862,AMD Ryzen 7,AMD
59,933.99,lenovo,15.6,Intel Core i7 12th Gen,16,512,Intel Iris Xe,1920x1080,1,1,Integrated,Windows 11 Pro,Yes,1,1,"lenovo 21dj000vus 15.6"" laptop intel core i7 12th gen 1255u (1.70ghz) 16gb memory",https://www.newegg.com/mineral-grey-lenovo-thinkbook-15-g4-iap-21dj000vus-work-business/p/1XV-0001-028F4?Item=1XV-0001-028F4,141.21199808219862,Intel Core i7,Intel
60,1654.99,gigabyte,14.0,Intel Core i7 13th Gen,16,1024,NVIDIA GeForce RTX 4050 Laptop GPU,2880x1800,1,0,Dedicated,Windows 11 Home,Yes,1,1,"gigabyte aero 14 oled bmf-72usbb4sh 14.0"" gaming laptop(2)",https://www.newegg.com/p/N82E16834233557?Item=N82E16834233557,242.5880862528841,Intel Core i7,NVIDIA
61,929.99,acer,16.0,Intel Core i7 13th Gen,16,1024,Intel Iris Xe,3200x2000,1,0,Integrated,Windows 11 Home,Yes,1,1,"acer sfg16-71-7902 16.0"" laptop intel core i7 13th gen 13700h (2.40ghz) 16 gb lpddr5 memory",https://www.newegg.com/steel-gray-acer-swift-go-16-sfg16-71-7902-home-personal/p/N82E16834360294?Item=N82E16834360294,235.8495283014151,Intel Core i7,Intel
62,999.99,msi,16.0,Intel Core i7 11th Gen,16,512,NVIDIA GeForce RTX 3060 Laptop GPU,2560x1600,1,1,Dedicated,Windows 10 Pro,Yes,1,1,"msi creator z16 a11uet-046 16.0"" laptop intel core i7 11th gen 11800h (2.30ghz) 16gb memory",https://www.newegg.com/lunar-gray-msi-creator-z16-a11uet-046-content-creation-work-business/p/N82E16834156232?Item=N82E16834156232,188.67962264113208,Intel Core i7,NVIDIA
63,1440.0,msi,15.6,Intel Core i9 13th Gen,32,1024,NVIDIA GeForce RTX 4070 Laptop GPU,2560x1440,1,0,Dedicated,Windows 11 Home,Yes,0,0,"msi pulse 15 b13vgk-287us 15.6"" gaming laptop",https://www.newegg.com/p/N82E16834156425R?Item=N82E16834156425R,188.28266410959816,Intel Core i9,NVIDIA
